id,type_of_logement_raw,ville_raw,quartier_raw,room_nb_raw,bedroom_nb_raw,surface_raw,price_raw
1435,Appartement,Trappes,Centre Ouest,3,2,57.78,157500
1436,Appartement,Morangis,Ormeteau,2,1,61.25,222600
1437,Appartement,Paris 10,Faubourg du Temple-Hôpital Saint Louis,1,,6,79000
1438,Appartement,Savigny-sur-Orge,La Fontaine Blanche,3,2,62,212000
1439,Maison,Villemomble,Marnaudes,7,5,195,463000
1440,Appartement,Paris 08,Parc Monceau,7,3,193.79,3750000
1441,Appartement,Paris 05,Val de Grace,2,1,43,575000
1442,Appartement,Chanteloup-les-Vignes,Le Centre,4,3,78,179000
1443,Appartement,Bry-sur-Marne,La Garenne,2,1,42.56,245000
1444,Appartement,Verneuil sur Seine,Richelieu,4,3,89,336843
1445,Appartement,Sucy-en-Brie,Gare-Varennes-Zone Industrielle,2,1,50,180000
1446,Maison,,,6,4,97,297839
1447,Maison,Viry-Châtillon,Port Aviation,5,3,102,420000
1448,Maison,Gagny,Gare de Gagny-Henri Barbusse,5,4,101,420000
1449,Appartement,Paris 20,Belleville,3,2,37.06,379000
1450,Maison,Croissy-sur-Seine,Centre Ville,7,6,140,820000
1451,Appartement,La Garenne-Colombes,Plaisance,3,1,74.82,698000
1452,Appartement,Paris 16,Auteuil Sud,5,3,151,2150000
1453,Appartement,,,3,2,67,520000
1454,Appartement,Herblay,Les Courlains-Les Cailloux Gris,3,2,70,255000
1455,Maison,,,6,5,129,220000
1456,Appartement,Asnières-sur-Seine,Bac-Bécon-Flachat-Gare,4,3,80.5,623000
1457,Appartement,Paris 14,Pernety,3,2,67.08,839000
1458,Appartement,Paris 02,Montorgueil-Saint Denis,4,3,80,1100000
1459,Maison,Croissy-sur-Seine,Vieux Croissy,11,7,274,2200000
1460,Appartement,La Garenne-Colombes,Chateau Ridel,4,3,90,620000
1461,Appartement,Paris 07,Gros Caillou,4,3,87.15,1020000
1462,Appartement,Paris 18,Amiraux-Simplon-Poissonniers,4,3,83,718000
1463,Appartement,Paris 07,Gros Caillou,2,1,30,492000
1464,Maison,La-Celle-Saint-Cloud,La Châtaigneraie-La Feuillaume Sud,4,2,85,680000
1465,Appartement,Saint-Germain-en-Laye,Forêt,2,1,51,385000
1466,Appartement,Rueil-Malmaison,Rueil sur Seine-Plaine-Gare,3,2,63,430000
1467,Appartement,Paris 14,Mouton Duvernet,3,2,48.24,635000
1468,Appartement,Paris 14,Mouton Duvernet,2,1,48.24,635000
1469,Appartement,Saint-Denis,République-Gare-Porte de Paris,4,3,87.69,420000
1470,Appartement,Paris 05,Jardin des Plantes,2,1,47.72,550000
1471,Appartement,Le Plessis-Robinson,Wallon,1,,32.16,220000
1472,Appartement,Boulogne-Billancourt,Billancourt–Rives de Seine,5,3,140,1480000
1473,Maison,Saint-Nom-la-Bretèche,Sud,3,2,75,337000
1474,Maison,,,8,6,200,324000
1475,Appartement,Louveciennes,Le Plateau,4,2,100,429000
1476,Appartement,Paris 20,Télégraphe-Pelleport Saint Fargeau,4,3,99,899000
1477,Appartement,Paris 04,Arsenal,3,2,99,1650000
1478,Maison,,,5,3,82,250000
1479,Maison,Chelles,Sud-Les Bords de Marne-Foch,4,2,74,343000
1480,Maison,,,6,4,120,190800
1481,Appartement,Saint-Germain-en-Laye,Saint Louis,3,2,60,462000
1482,Appartement,Guyancourt,Bois de la Grille,3,2,73.1,249900
1483,Appartement,Paris 17,La Fourche-Guy Môquet,2,1,35,429000
1484,Appartement,Evry,Loges,4,3,73,155000
1485,Maison,,,5,3,120,479000
1486,Maison,Jouy-en-Josas,Les Metz-Pont Colbert,8,5,250,1395000
1487,Appartement,Pontoise,Les Louvrais,4,3,86.6,200000
1488,Maison,Malakoff,Les Nouzeaux,5,3,107.7,672000
1489,Maison,,,7,4,160,375000
1490,Appartement,Pontoise,Centre Ville,2,1,48,180000
1491,Appartement,Juvisy-sur-Orge,Centre Ville,4,3,76.2,324900
1492,Appartement,L'Haÿ-les-Roses,La Vallée Aux Renards,4,2,66.16,220900
1493,Appartement,Paris 12,Bel-Air Sud,3,2,62.88,650000
1494,Appartement,Pontoise,Centre Ville,3,2,61,215000
1495,Maison,Mantes-la-Jolie,Les Martraits,7,5,172,570000
1496,Appartement,Paris 11,Léon-Blum Folie-Regnault,2,1,57,695000
1497,Appartement,,,5,3,100,434900
1498,Appartement,Etampes,Saint Gilles,2,1,30,91800
1499,Maison,Guyancourt,Centre Ville-Bouviers,7,4,140,650000
1500,Appartement,Paris 13,Dunois-Bibliothèque-Jeanne-d'Arc,1,,30,350000
1501,Maison,Champigny-sur-Marne,Centre Ville-Coteaux,7,4,160,690000
1502,Appartement,Achères,Chene Feuillu,4,3,80,304500
1503,Maison,Argenteuil,Val Notre Dame-La Tour Billy,5,3,103.78,355000
1504,Appartement,Sèvres,Beau Site-Pommerets-Binelles,3,2,61,290000
1505,Appartement,Bezons,Vaillant Couturier,4,3,76.83,338000
1506,Maison,L'Isle-Adam,Rives de l'Oise,7,4,163,755000
1507,Appartement,Guyancourt,Les Garennes,5,4,110,460000
1508,Appartement,Guyancourt,Les Garennes,4,3,95,410000
1509,Appartement,Ermont,Ancien Centre Ville,3,2,61.34,199000
1510,Appartement,Puteaux,Colline,3,2,43,428700
1511,Maison,,,6,4,115.65,399000
1512,Appartement,Paris 08,Triangle d'Or,1,,45.91,787000
1513,Maison,Gargenville,Haut,9,7,256,484400
1514,Maison,Villepreux,Village,6,4,114,485000
1515,Appartement,Romainville,Cachin,5,4,144.89,393000
1516,Maison,Dammarie les Lys,Chateau Gaillard,7,5,128.22,349000
1517,Appartement,,,3,2,65.34,275000
1518,Appartement,Conflans-Sainte-Honorine,Culs Baillets,4,3,68,159000
1519,Maison,,,7,5,200,448500
1520,Maison,,,8,5,166,405000
1521,Maison,Beynes,Le Bourg et le Hameaux,10,6,325,649000
1522,Appartement,Sartrouville,L'Union,4,2,82,349000
1523,Maison,Saint-Michel-sur-Orge,Sablons-Picasso,5,3,85,313000
1524,Maison,Gagny,Président Pompidou Sud,6,3,151,499000
1525,Maison,Neuilly Plaisance,Maltournee,6,4,90,495000
1526,Appartement,Issy-les-Moulineaux,Colombiers,5,4,110.84,1046000
1527,Appartement,Melun,Centre,2,1,45.13,145000
1528,Appartement,Cormeilles-en-Parisis,Haut et Centre,3,1,64,245000
1529,Appartement,Sartrouville,L'Union,4,2,82,349000
1530,Maison,Gagny,Président Pompidou Sud,6,3,151,499000
1531,Appartement,Evry,Loges,5,3,92,185000
1532,Appartement,Paris 10,Porte Saint Denis-Paradis,8,4,243,2600000
1533,Appartement,Paris 17,Champerret-Berthier,6,4,170,2420000
1534,Appartement,,,4,3,92,399000
1535,Appartement,Paris 18,Amiraux-Simplon-Poissonniers,,,,255000
1536,Appartement,Sainte-Geneviève-des-Bois,Victor Hugo,1,,22.97,124260
1537,Maison,Noisy-le-Grand,Grenouillère-Marnois-Rive de Marne,7,4,152.47,567000
1538,Appartement,Pontault-Combault,Bois Notre Dame,2,1,41.34,180000
1539,Appartement,Garches,Buzenval,5,3,110.2,550000
1540,Maison,Montgeron,La Garenne-Saules-Forêt de SEnart,6,5,248,668000
1541,Appartement,Suresnes,Carnot Gambetta,4,2,90,725000
1542,Maison,Pontoise,Saint Jean-Les Patis,6,3,157,474000
1543,Maison,Argenteuil,Centre Ville-Calais,6,3,207,693000
1544,Appartement,Bougival,Centre Ville-Jonchère,3,2,47,199000
1545,Appartement,Paris 15,Saint Lambert,2,1,46.55,570000
1546,Appartement,Paris 18,Montmartre,2,1,53.14,599000
1547,Maison,,,5,4,92,219500
1548,Maison,Sannois,Pasteur II,5,4,95,410000
1549,Appartement,Paris 16,Auteuil Sud,2,1,51,630000
1550,Appartement,Clichy,Beaujon-Berges de Seine,5,4,91,375000
1551,Appartement,Antony,La Fontaine-Parc des Sceaux-Croix de Berny-Centre Ville,1,,30.1,190500
1552,Appartement,,,3,2,65,286200
1553,Appartement,Paris 16,Auteuil Sud,5,3,130,1290000
1554,Appartement,Paris 18,Amiraux-Simplon-Poissonniers,4,3,79,685000
1555,Appartement,Paris 03,Archives,2,1,47,690000
1556,Appartement,Asnières-sur-Seine,Bac-Bécon-Flachat-Colombes,4,2,71,635000
1557,Appartement,Issy-les-Moulineaux,Espaces Jeunes,2,1,39,315000
1558,Maison,Ris-Orangis,Mairie-Gare,5,3,100,295400
1559,Maison,Joinville-le-Pont,Moutier,6,4,155.21,1178000
1560,Appartement,Paris 18,La Chapelle-Marx Dormoy,4,3,97,900000
1561,Appartement,Colombes,Plateau-Grèves-Europe-Gare du Stade-Fossés Jean,3,2,69,311000
1562,Maison,Garches,Mairie,7,5,162,1350000
1563,Appartement,Versailles,Notre Dame,5,3,104.03,650000
1564,Maison,Argenteuil,Centre Ville-Calais,4,2,80,318000
1565,Appartement,Paris 14,Raspail-Montparnasse,2,1,40,463000
1566,Appartement,Paris 14,Didot-Porte de Vanves,2,1,52,435000
1567,Maison,,,7,4,180,790000
1568,Appartement,Enghien-les-Bains,Nord Residentiel,4,2,76,400000
1569,Appartement,Colombes,Gabriel Péri-Estienne d'Orves,3,2,64,276000
1570,Appartement,Epinay sur Seine,Gallieni-De Lattre de Tassigny,4,2,74.29,179000
1571,Appartement,Paris 18,La Chapelle-Marx Dormoy,2,1,33.63,328000
1572,Appartement,Courbevoie,Hôtel de Ville,3,2,61.49,478000
1573,Appartement,Evry,Village,3,2,70.49,220000
1574,Appartement,Savigny-sur-Orge,Henri Ouzilleau,4,3,65,109000
1575,Maison,Etampes,Saint Gilles,5,4,120,195000
1576,Appartement,Paris 07,Ecole Militaire,5,4,139.3,2255000
1577,Appartement,Paris 16,Auteuil Nord,3,2,80,925000
1578,Appartement,Paris 15,Violet Commerce,4,3,94.55,1450000
1579,Maison,Montgeron,Chalandray-Cascades-Ferdinand Buisson,5,2,87,454500
1580,Maison,Andrésy,Denouval,6,3,120,468000
1581,Appartement,Paris 04,Ile Saint Louis,1,,32.5,499687
1582,Appartement,Levallois-Perret,Villiers-Cerdan,5,3,105.89,1248000
1583,Maison,Aubergenville,Trait Union,6,3,153,289000
1584,Maison,Bessancourt,Eglise,5,3,87,259900
1585,Appartement,Vitry-sur-Seine,Gare-Jean Jaurès,3,1,66.3,315000
1586,Appartement,Montrouge,Piscine,4,2,87.15,693000
1587,Appartement,Paris 17,Clichy-Batignolles,3,2,70.57,749000
1588,Maison,Longjumeau,Rubis,5,3,101,349000
1589,Maison,,,5,3,97,273000
1590,Appartement,Le Plessis-Robinson,Patrick,3,2,52.34,244400
1591,Appartement,Paris 04,Arsenal,3,2,92,1290000
1592,Appartement,Paris 06,Monnaie,7,4,175,4100000
1593,Appartement,Paris 12,Nation-Picpus,3,2,53.46,494000
1594,Appartement,,,4,3,80,420000
1595,Appartement,Paris 09,Clichy-Trinité,7,5,262,5990000
1596,Appartement,Montrouge,Marcelin Berthelot,2,1,51.14,430000
1597,Appartement,La Garenne-Colombes,Chateau Ridel,6,4,170,1590000
1598,Maison,Cormeilles-en-Parisis,Emy les Pres,6,4,131,525000
1599,Maison,Bougival,Les Hauts de Bougival,8,4,170,950000
1600,Appartement,Le Plessis-Robinson,Patrick,3,2,52.34,244400
1601,Appartement,Paris 12,Nation-Picpus,3,2,53.46,494000
1602,Appartement,,,4,3,80,420000
1603,Maison,Les Essarts le Roi,Romanie,3,2,80,305000
1604,Appartement,Paris 09,Clichy-Trinité,7,5,262,5990000
1605,Appartement,Montrouge,Marcelin Berthelot,2,1,51.14,430000
1606,Appartement,Courbevoie,Faubourg de l'Arche,2,1,49,395000
1607,Appartement,Neuilly-sur-Marne,Maréchal Leclerc,3,2,63,259000
1608,Maison,Rambouillet,Centre Forêt,6,5,178,525000
1609,Appartement,Asnières-sur-Seine,Bac-Bécon-Flachat-Colombes,3,2,47,312000
1610,Appartement,Thiais,Les Nefliers,3,2,52.26,196800
1611,Appartement,Viry-Châtillon,Chatillon,4,3,90,340000
1612,Appartement,,,4,2,80,447000
1613,Maison,Saint-Denis,Mutuelle-Barbusse-Saint Rémy- Joliot Curie,5,4,90,349000
1614,Maison,Louveciennes,Le Village,10,6,250,1080000
1615,Maison,Châtillon,Conservatoire,6,4,107.3,729000
1616,Appartement,Paris 18,Montmartre,2,1,36,500000
1617,Appartement,Le Chesnay,Aubert,6,4,94,460000
1618,Appartement,Paris 16,Auteuil Nord,6,4,165,2080000
1619,Appartement,Paris 06,Monnaie,2,1,30.02,495000
1620,Maison,Livry-Gargan,Collavéri-Kubacki,6,4,135,445000
1621,Maison,Corbeil-Essonnes,Centre Ville,4,3,80,245000
1622,Maison,Bry-sur-Marne,La Garenne,7,5,122.47,630000
1623,Maison,Savigny-sur-Orge,Aristide Briand-Champagne,6,4,140,375900
1624,Appartement,Saint-Germain-en-Laye,Charles Gounod,4,3,86,329000
1625,Maison,Conflans-Sainte-Honorine,Plateau Carno,7,4,140,496000
1626,Appartement,L'Haÿ-les-Roses,Centre,2,1,46,219000
1627,Appartement,Saint-Denis,République-Gare-Porte de Paris,4,3,83,285000
1628,Maison,,,5,3,110,299000
1629,Appartement,Neuilly-sur-Seine,La Plaine des Sablons,7,4,253,3070000
1630,Appartement,Tremblay-en-France,Centre Ville,3,2,70,168000
1631,Appartement,Paris 07,Invalides,5,3,109.63,1890000
1632,Appartement,Saint-Germain-en-Laye,Forêt,2,1,55,265000
1633,Appartement,Le Pecq,Vieux Pecq Cité,2,1,55,265000
1634,Appartement,Paris 17,Legendre-Lévis,2,1,36.71,480000
1635,Maison,Poissy,Mairie,10,6,422,1250000
1636,Appartement,Paris 05,Sorbonne,2,1,28,475000
1637,Maison,Nanteuil-Lès-Meaux,Nord,5,4,130,360000
1638,Maison,,,5,3,90,295000
1639,Appartement,Paris 04,Saint Gervais,4,3,72,1260000
1640,Appartement,Châtillon,Béranger-Savoie,3,2,53.3,320000
1641,Maison,,,5,3,125,479000
1642,Maison,Etampes,Saint Gilles,4,3,121,286000
1643,Appartement,Paris 16,Chaillot,6,4,158,2100000
1644,Appartement,Neuilly-sur-Seine,La Plaine des Sablons,2,1,56,700000
1645,Appartement,Paris 16,Porte Dauphine,4,2,67,895000
1646,Appartement,Paris 16,Auteuil Nord,5,3,140,1750000
1647,Appartement,Neuilly-sur-Seine,Saint James-Général Koenig,4,2,87,1150000
1648,Appartement,Neuilly-sur-Seine,Ile de la Jatte-Parc d'Orléans,5,3,125,1995000
1649,Appartement,Paris 16,Muette Sud,7,4,240,3095000
1650,Appartement,Levallois-Perret,Villiers-Danton,3,2,55,549000
1651,Maison,Mantes-la-Ville,Avenue du Mantois,5,3,95,212000
1652,Appartement,Noisy-le-Grand,Varenne-Centre-Rive Charmante,3,2,66.87,245000
1653,Maison,,,6,3,160,372000
1654,Appartement,Paris 15,Saint Lambert,2,1,30.9,405000
1655,Appartement,Courbevoie,Faubourg de l'Arche,4,2,95,780000
1656,Appartement,Courcouronnes,Canal,3,2,73,113800
1657,Maison,Versailles,Domaine National du Château,9,6,228,1190000
1658,Appartement,Paris 16,Auteuil Nord,5,3,129.35,1366000
1659,Appartement,Levallois-Perret,Trezel,4,3,86,998000
1660,Maison,,,9,5,172,369000
1661,Maison,,,6,4,115,259000
1662,Maison,,,4,3,200,516000
1663,Maison,,,7,4,212,525000
1664,Maison,,,7,5,175,835000
1665,Maison,Yerres,Bellevue-Centre Ville,7,5,152.82,399900
1666,Maison,,,11,5,329,303000
1667,Maison,,,10,6,395,1200000
1668,Maison,,,5,4,140,375000
1669,Maison,,,8,4,148,280000
1670,Maison,,,8,4,215,367000
1671,Appartement,Bagnolet,Centre-Sadi Carnot,1,,32.97,234000
1672,Maison,,,12,6,410,655000
1673,Maison,,,6,4,140,399000
1674,Maison,Brunoy,Les Bords de l'Yerres,8,5,300,950000
1675,Maison,,,6,4,135,449500
1676,Maison,Bry-sur-Marne,Pepiniere,8,6,165,755000
1677,Appartement,Chatou,Parc-Hôtel de Ville,3,2,72.4,540000
1678,Maison,,,7,4,126,269000
1679,Maison,,,9,5,285,1092000
1680,Appartement,,,3,2,66.12,273000
1681,Appartement,Villepreux,Village,3,2,60,278500
1682,Maison,Bois le Roi,Nord,9,7,250,650000
1683,Maison,Bois le Roi,Nord,30,22,810,3150000
1684,Appartement,Meudon,Val Fleury,2,1,55,315000
1685,Appartement,Ermont,Ancien Centre Ville,4,3,70,219000
1686,Maison,,,8,4,178,530000
1687,Appartement,Saint-Gratien,Le Petit Lac,5,2,88,367000
1688,Maison,,,8,5,270,598000
1689,Appartement,La-Celle-Saint-Cloud,La Châtaigneraie-La Feuillaume Sud,5,3,110,499000
1690,Maison,,,7,5,230,675000
1691,Maison,Champigny-sur-Marne,Tremblay,6,4,120,449000
1692,Maison,Ris-Orangis,Mairie-Gare,6,4,145.08,365000
1693,Appartement,Paris 17,Batignolles-Cardinet,3,1,86,850000
1694,Maison,,,8,5,175,835000
1695,Maison,,,7,4,156,270000
1696,Appartement,Chambourcy,Nord,3,2,64.6,225750
1697,Maison,Vigneux-sur-Seine,Anatole France-Lepetit et Vergeat,6,3,141.83,329000
1698,Maison,Rambouillet,Louviere,5,4,120,359000
1699,Appartement,Paris 14,Raspail-Montparnasse,5,4,156,4500000
1700,Appartement,Fontenay-sous-Bois,Village,6,4,167.28,860000
1701,Maison,,,5,4,180,795000
1702,Maison,Bussy-Saint-Georges,Centre Ville Nord,6,4,141,515000
1703,Maison,,,4,3,81,199000
1704,Appartement,Paris 16,Muette Sud,4,3,101.5,1710000
1705,Maison,,,5,3,104.5,395200
1706,Maison,Noisy-le-Roi,Les Residences,8,6,332,1300000
1707,Maison,Herblay sur Seine,Centre Ville,6,4,160,499900
1708,Maison,Les Essarts le Roi,Gallot,5,3,129,346500
1709,Maison,Drancy,Economie,7,3,168,448375
1710,Maison,La-Celle-Saint-Cloud,La Jonchère-Les Sablons,8,5,240,1055000
1711,Appartement,Chatou,Parc-Pièce d'Eau,4,3,80,296000
1712,Maison,Epinay sur Orge,Le Breuil,6,6,240,850000
1713,Maison,Saint-Denis,Mutuelle-Barbusse-Saint Rémy- Joliot Curie,6,4,100,294900
1714,Maison,,,6,4,216,350000
1715,Maison,,,9,6,260,1290000
1716,Maison,,,4,3,92,172000
1717,Appartement,Le Vésinet,Sud RER,2,1,46.54,280000
1718,Appartement,La-Celle-Saint-Cloud,La Jonchère-Les Sablons,5,3,106.66,459000
1719,Maison,,,3,2,60,165000
1720,Appartement,Saint-Maurice,Ecluse-Gravelle-Panoramis,4,3,86,662000
1721,Appartement,Joinville-le-Pont,Jaures,4,3,97.91,630000
1722,Appartement,Argenteuil,Centre Ville-Basilique,3,2,63,215000
1723,Appartement,Neuilly-sur-Marne,Bouleaux,4,3,94,298000
1724,Maison,Longjumeau,Grenat,4,3,130,389000
1725,Appartement,Corbeil-Essonnes,Ermitage-Nacelle Papeterie,3,2,52.6,135000
1726,Maison,Chennevières-sur-Marne,Coteaux,5,3,105,572500
1727,Appartement,Eaubonne,L'Orangerie-Centre Ville,2,1,49.33,197000
1728,Maison,,,6,5,141.92,307050
1729,Appartement,Sèvres,Europe-Pierre Midrin,3,2,66.53,399000
1730,Appartement,Paris 03,Enfants Rouges,3,2,69,855000
1731,Maison,Sainte-Geneviève-des-Bois,Mairie,7,4,150,455000
1732,Appartement,Paris 14,Raspail-Montparnasse,4,3,85,1140000
1733,Appartement,Savigny-sur-Orge,La Ferme du Champagne,3,2,70,213000
1734,Appartement,,,2,1,37,126000
1735,Maison,Elancourt,Le Village,7,4,230,569000
1736,Appartement,,,4,2,71,269000
1737,Appartement,Massy,Atlantis-Massy Sud,4,3,74.38,354000
1738,Maison,Le Raincy,Herold,5,3,150,670000
1739,Maison,Bry-sur-Marne,Pepiniere,10,5,235.94,1149000
1740,Appartement,Argenteuil,Centre Ville-Basilique,3,2,63,215000
1741,Appartement,Neuilly-sur-Marne,Bouleaux,4,3,94,298000
1742,Maison,Longjumeau,Grenat,4,3,130,389000
1743,Appartement,Crosne,L'Yerres,3,2,53,161000
1744,Appartement,,,4,2,84,187000
1745,Appartement,Paris 20,Saint Blaise,3,2,73.41,450000
1746,Appartement,Taverny,Guynemer-Mermoz,4,3,67,185500
1747,Maison,,,4,2,80,199000
1748,Maison,,,7,4,193,403000
1749,Maison,,,5,4,130,320000
1750,Appartement,Juvisy-sur-Orge,Plateau,4,2,81,237000
1751,Appartement,,,2,1,53,164000
1752,Appartement,Roissy-en-Brie,Ascott-Village Ouest-Le Verger,3,2,52,206000
1753,Appartement,Paris 16,Muette Nord,7,4,248,5950000
1754,Appartement,Chelles,Périchelles-Saint Hubert-Centre Gare-Abbesses,4,2,72,282800
1755,Appartement,,,4,2,80.82,127000
1756,Maison,,,7,5,220,445000
1757,Appartement,Bagnolet,Plateau-Anatole France,5,4,90,378000
1758,Appartement,Paris 11,Bastille-Popincourt,4,3,118,1575000
1759,Appartement,,,3,2,75.04,108000
1760,Maison,Gif-sur-Yvette,Moulon-Vatonne Centre,3,2,58.5,365000
1761,Maison,,,7,3,183,549000
1762,Appartement,Rambouillet,Centre Forêt,2,1,43,155000
1763,Appartement,Meulan en Yvelines,Les Bords de Seine,2,1,34,119000
1764,Appartement,Paris 03,Enfants Rouges,2,1,51,772500
1765,Appartement,Saint-Maur-des-Fossés,Le Vieux-Saint-Maur,4,2,101,546000
1766,Appartement,Les Pavillons-sous-Bois,Victor Hugo,5,4,116.6,410000
1767,Maison,,,6,3,170,520000
1768,Maison,Gif-sur-Yvette,Chevry Feuillarde,5,4,165,535000
1769,Appartement,Sartrouville,La Marinière Nord,4,2,75.59,203300
1770,Maison,Choisy-le-Roi,Gondoles Nord I,10,5,270,719000
1771,Maison,Sartrouville,Le Val-Notre Dame,4,3,77.68,323300
1772,Maison,,,8,5,190,949000
1773,Appartement,Viry-Châtillon,La Cilof,6,4,101,205000
1774,Maison,Morangis,Ormeteau,5,4,100,430000
1775,Maison,Saint-Michel-sur-Orge,Lormoy,8,4,133,315000
1776,Maison,,,6,5,220,669500
1777,Maison,Argenteuil,Centre Ville-Calais,6,4,120,418000
1778,Maison,,,6,4,140,384800
1779,Appartement,Versailles,Saint Louis,4,3,78.91,561600
1780,Appartement,Nanterre,Vieux Pont,6,4,125,984000
1781,Maison,Mitry-Mory,Centre,5,3,80,299000
1782,Maison,,,5,4,150,311225
1783,Appartement,Enghien-les-Bains,Centre Ville-Commerce,3,2,55.21,283500
1784,Appartement,Paris 08,Saint Philippe du Roule,2,1,61,929000
1785,Appartement,Paris 10,Grange Aux Belles-Terrage,3,1,116.15,890000
1786,Appartement,Paris 06,Notre Dame des Champs,3,2,89.12,1550000
1787,Maison,Andrésy,Les Coteaux,8,5,185,438700
1788,Appartement,,,5,3,101.5,542000
1789,Appartement,Persan,Village,3,2,63,189900
1790,Appartement,Thiais,Le Martray,5,3,101.76,425500
1791,Appartement,Paris 04,Arsenal,7,4,287,3995000
1792,Appartement,Nanterre,Mont Valérien,5,3,107,667000
1793,Appartement,,,3,2,71,185000
1794,Maison,,,8,4,148,280000
1795,Maison,,,8,4,215,367000
1796,Appartement,Bagnolet,Centre-Sadi Carnot,1,,32.97,234000
1797,Maison,,,12,6,410,655000
1798,Maison,,,6,4,140,399000
1799,Maison,Brunoy,Les Bords de l'Yerres,8,5,300,950000
1800,Maison,,,5,3,130,199000
1801,Maison,Argenteuil,Centre Ville-Calais,6,4,120,418000
1802,Maison,,,6,4,140,384800
1803,Appartement,Ris-Orangis,Centre,4,2,68,124200
1804,Appartement,Cachan,Prairie,4,3,84,320000
1805,Appartement,Nanterre,Vieux Pont,6,4,125,984000
1806,Appartement,Argenteuil,Centre Ville-Calais,3,2,64,217300
1807,Maison,Mitry-Mory,Centre,5,3,80,299000
1808,Appartement,Neuilly-sur-Seine,Saint James-Delabordère,4,2,163,2490000
1809,Appartement,Paris 10,Grange Aux Belles-Terrage,3,1,116.15,890000
1810,Appartement,Paris 06,Notre Dame des Champs,3,2,89.12,1550000
1811,Maison,Andrésy,Les Coteaux,8,5,185,438700
1812,Appartement,Claye-Souilly,Centre Sud,4,3,71,280000
1813,Appartement,Neuilly-sur-Seine,Saint James-Delabordère,4,2,163,2490000
1814,Appartement,,,5,3,101.5,542000
1815,Appartement,Persan,Village,3,2,63,189900
1816,Appartement,Thiais,Le Martray,5,3,101.76,425500
1817,Appartement,Paris 04,Arsenal,7,4,287,3995000
1818,Appartement,Nanterre,Mont Valérien,5,3,107,667000
1819,Appartement,,,3,2,71,185000
1820,Maison,Champigny-sur-Marne,Coeuilly-Village Parisien-Jules Vallès,8,5,160,389900
1821,Maison,,,6,4,150,404250
1822,Maison,,,7,4,212,418000
1823,Maison,Yerres,Grobois-Mare Armee-Sabliere,7,4,230,539000
1824,Maison,,,7,4,172,273000
1825,Maison,,,6,3,73.15,445000
1826,Appartement,Sarcelles,La Pepiniere-Malesherbes,2,1,38.8,130368
1827,Appartement,Sarcelles,La Pepiniere-Malesherbes,3,2,57.86,183099
1828,Appartement,Taverny,Bois des Aulnaies,4,3,80.24,204200
1829,Appartement,Paris 08,Hoche-Friedland,3,2,88,1970000
1830,Appartement,Sucy-en-Brie,Gare-Varennes-Zone Industrielle,4,3,87,179000
1831,Appartement,Livry-Gargan,Marx Dormoy,2,1,38.79,193000
1832,Appartement,Livry-Gargan,Marx Dormoy,1,,32.27,173000
1833,Maison,Rambouillet,Beausoleil-Grenonvilliers,7,5,160,367500
1834,Appartement,Ermont,Ancien Centre Ville,3,2,61.11,255000
1835,Appartement,,,5,4,112,724500
1836,Maison,Epone,Sud Epone,5,3,142,315000
1837,Maison,Clichy,Centre Ville-Gambetta,8,6,279,1450000
